Gene names,riBAQ 17,riBAQ 18,riBAQ 35,riBAQ 36,riBAQ 19,riBAQ 20,riBAQ 21,riBAQ 22,riBAQ 23,riBAQ 37,riBAQ 38,riBAQ 39,riBAQ 40,riBAQ 41,riBAQ 24,riBAQ 25,riBAQ 26,riBAQ 42,riBAQ 43
MAPRE3,0.000231455,0.00048402,0.000502836,0.000494249,0.000361044,0.000303863,0.000213101,0.000267271,0.000273109,0.0004276,0.000429324,0.000277131,0.000185962,0.000310775,0.000165271,8.88E-05,0.000112787,0.000105919,8.93E-05
MAPT,0.000652642,0.000657457,0.000678165,0.000764747,0.000568799,0.000416929,0.000433922,0.000736703,0.000665132,0.000642497,0.000484528,0.000463951,0.00060308,0.000601088,0.000327802,0.000209658,0.000231732,0.000216494,0.000153792
MARCKS,0.002213161,0.00198225,0.002495992,0.002728241,0.003012383,0.002945871,0.002227675,0.002033451,0.003168583,0.00211075,0.002614325,0.003289471,0.002455107,0.003178907,0.003103265,0.003288782,0.00291727,0.004194008,0.00358835
MARCKSL1,0.000248785,0.000259352,0.000278834,0.000310863,0.000535954,0.000444587,0.000275334,0.000371969,0.00045859,0.000316738,0.000492437,0.000469232,0.000339648,0.000308441,0.000508527,0.000696572,0.000480425,0.000659148,0.000550991
MARK1,0,7.89E-06,9.48E-06,7.54E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAT2A,0.000106256,9.20E-05,8.42E-05,9.41E-05,7.67E-05,8.10E-05,7.71E-05,0.000117891,0.000107149,7.64E-05,8.11E-05,8.88E-05,6.86E-05,9.39E-05,0.000103855,8.74E-05,0.000104573,7.00E-05,6.59E-05
MAT2B,5.17E-05,4.10E-05,4.89E-05,5.13E-05,3.66E-05,4.12E-05,4.48E-05,3.97E-05,4.55E-05,5.82E-05,4.74E-05,5.22E-05,4.60E-05,4.69E-05,4.37E-05,3.56E-05,4.70E-05,3.42E-05,2.56E-05
MBLAC2,5.10E-05,7.35E-05,9.54E-05,0.000103604,9.12E-05,6.27E-05,0.000107409,6.86E-05,5.51E-05,8.32E-05,7.08E-05,4.36E-05,3.51E-05,4.85E-05,0,5.74E-05,3.80E-05,5.58E-05,7.15E-05
MBP,0.001291934,0.00164588,0.001212911,0.000862128,0.001704044,0.002074366,0.003483588,0.002100915,0.002238549,0.002105112,0.002935474,0.001700716,0.002535054,0.002524486,0.001703959,0.002448152,0.00352556,0.000660779,0.001964601
MCAM,1.76E-05,1.07E-05,0,0,1.86E-05,5.11E-05,7.01E-05,4.37E-05,2.81E-05,2.32E-05,3.54E-05,2.06E-05,2.22E-05,2.57E-05,3.94E-05,4.53E-05,3.79E-05,1.94E-05,5.47E-05
MCCC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.45E-05,1.21E-05,1.08E-05,2.57E-05
MCTS1,7.74E-05,7.91E-05,0.000108127,0.00010477,8.89E-05,0,3.49E-05,5.66E-05,0,8.04E-05,6.86E-05,4.57E-05,1.54E-05,4.98E-05,4.18E-05,2.31E-05,3.23E-05,4.53E-05,0
MDH1,0.005467752,0.004397337,0.004883823,0.004793853,0.00453966,0.003495336,0.003375709,0.004541471,0.004627122,0.005694098,0.005481877,0.004547406,0.005557459,0.005165921,0.004322954,0.00206536,0.003145722,0.001928477,0.002161733
MDH2,0.00137381,0.000184188,0.000620428,0.000479158,0.000570201,0.000373713,0.001071352,0.000545178,0.000896732,0.000414048,0.000250879,0.000682809,0.000777594,0.000792346,0.000624732,0.000723481,0.000677014,0.000467367,0.000819253
ME1,0.000115947,8.67E-05,0.000173045,0.000168094,0.000121195,9.96E-05,0.000117535,0.000121326,0.000116446,0.00012875,0.000101234,0.000116221,0.000140853,0.000130317,0.000105504,8.45E-05,6.72E-05,0.000121653,9.35E-05
ME2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73E-05,2.50E-05,3.02E-05,1.60E-05,3.99E-05
MESDC2,0,0,0,0,0,0.000145305,0,0,0,0,0,0,0,0,0,0.00013903,0.000107804,0.000268785,9.66E-05
METAP2,2.01E-05,2.04E-05,0,1.67E-05,2.92E-05,2.54E-05,0,2.85E-05,2.50E-05,0,0,0,0,2.77E-05,2.26E-05,2.69E-05,0,0,2.48E-05
METTL7A,7.86E-05,7.22E-05,4.70E-05,0,0.000163551,0.000345493,0.000179475,0.000130957,0.000129745,0.000162694,0.000150899,8.40E-05,0.000105552,0,0.000228078,0.000392017,0.000363885,0.000865517,0.000502707
MFGE8,6.69E-05,0,0,3.10E-05,0,5.48E-05,5.55E-05,0,0,0.000121157,0,4.08E-05,0,3.00E-05,5.32E-05,0.000126916,3.59E-05,4.62E-05,0.00052634
MFI2,2.13E-05,1.54E-05,2.91E-05,0,1.43E-05,1.53E-05,1.92E-05,9.00E-06,1.68E-05,0,1.21E-05,1.80E-05,2.23E-05,6.77E-06,2.56E-05,6.55E-05,3.53E-05,1.98E-05,6.27E-05
MGEA5,1.79E-05,1.94E-05,2.02E-05,1.80E-05,3.20E-05,1.80E-05,1.15E-05,1.17E-05,1.79E-05,3.25E-05,1.49E-05,8.77E-06,9.30E-06,2.35E-05,1.22E-05,0,8.20E-06,0,0
MGLL,6.30E-05,9.62E-05,0.000119532,0.000104685,4.71E-05,6.12E-05,7.87E-05,7.95E-05,8.37E-05,8.39E-05,0.000105998,3.97E-05,3.68E-05,5.08E-05,6.96E-05,8.02E-05,3.15E-05,2.46E-05,0.00010076
MINK1,1.22E-05,1.12E-05,8.72E-06,1.07E-05,1.37E-05,1.03E-05,1.18E-05,0,0,9.60E-06,6.78E-06,0,0,4.65E-06,0,1.04E-05,1.05E-05,0,1.09E-05
MLC1,0.000130302,4.92E-05,5.58E-05,0.000104435,0,0,6.35E-05,0,5.53E-05,4.76E-05,0,0.000108024,0,4.08E-05,9.20E-05,0.000229474,0.000170384,0.000190991,0.000318851
MLEC,0,0,0,0,0,6.04E-05,0,0,0,2.03E-05,0,0,0,0,0,4.64E-05,3.30E-05,0.000100069,7.10E-05
MLLT4,0,1.07E-05,6.92E-06,5.93E-06,0,0,0,0,0,0,0,0,0,3.10E-06,0,2.46E-05,2.52E-05,1.44E-05,1.36E-05
MOG,0.000140209,0.000154484,0.000100916,6.05E-05,0.000224631,0.000390224,0.000686873,0.000368855,0.000312617,0.000247723,0.000363475,0.000472637,0.000311815,0.000322937,0.000319751,0.000302773,0.000285223,2.27E-05,0.000272681
MOXD1,0,0,0,0,0,3.71E-05,1.17E-05,0,0,0,1.49E-05,0,0,7.10E-06,2.12E-05,7.92E-05,2.22E-05,2.75E-05,5.12E-05
MPI,9.86E-05,5.87E-05,0.000102097,0.00010393,0.000121542,8.91E-05,8.42E-05,0.000109393,0.000103152,0.00014039,7.84E-05,7.66E-05,6.66E-05,0.000125292,0.00010842,0.000102749,0.000218393,0.000116553,0.000119279
MPP2,9.59E-06,0,1.40E-05,1.04E-05,0,0,0,0,1.01E-05,5.50E-06,0,1.66E-05,0,0,0,0,0,0,0
MPP6,3.65E-05,4.81E-05,4.20E-05,3.81E-05,4.17E-05,4.71E-05,3.67E-05,2.57E-05,3.20E-05,3.33E-05,2.37E-05,4.16E-05,2.88E-05,2.07E-05,4.08E-05,4.28E-05,3.64E-05,4.41E-05,3.76E-05
MPST,3.96E-05,0,0,0,3.65E-05,0,0,0,0,0,2.46E-05,3.32E-05,4.13E-05,3.97E-05,7.15E-05,0.000123878,0.000101146,7.44E-05,0.000129683
MRAS,0.000127198,0.000132105,0.000147795,0.000137382,0.000196668,9.36E-05,0.000127038,0.000115397,0.000101812,0.000112683,0.000127842,0.000128391,8.98E-05,0.000101448,0.000103007,9.39E-05,0.00012844,0.000130829,0.000137491
MRC1,9.83E-06,0,0,0,0,9.18E-06,0,0,9.78E-06,3.22E-05,0,9.15E-06,0,0,5.69E-05,5.10E-05,1.19E-05,2.46E-05,8.70E-05
MRC2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.69E-06,2.32E-06,0,1.17E-05,3.75E-06
MROH1,0,1.22E-05,1.05E-05,1.37E-05,0,0,4.50E-06,0,0,0,0,0,0,0,0,0,0,0,0
MSN,0.000559288,0.000489831,0.000369251,0.000330435,0.000768672,0.000683403,0.000607565,0.000721501,0.000754897,0.000471933,0.000542034,0.000683988,0.000770898,0.000569579,0.001041145,0.001456857,0.00132968,0.001933139,0.001947308
MTAP,2.09E-05,0,0,0,0,0,0,0,0,0,0,0,4.64E-05,3.24E-05,3.90E-05,3.81E-05,3.93E-05,5.95E-05,5.13E-05
MTCH2,0,0,0,0,7.23E-05,8.97E-05,7.24E-05,0,0,0,0,3.47E-05,0,0,0.000159751,0.000337816,0.00030386,0.000197501,0.000389327
MT-CO2,0.000225976,0,0,0,0.000321973,0.00042553,0.0002668,0.000272961,0,0.000169854,9.10E-05,0,8.78E-05,0,0.000624845,0.001451048,0.000970883,0.000269351,0.001651552
MTHFD1,2.07E-05,3.00E-05,2.79E-05,3.47E-05,2.31E-05,2.44E-05,4.06E-05,4.74E-05,2.01E-05,2.91E-05,2.58E-05,3.08E-05,2.01E-05,2.26E-05,1.98E-05,2.10E-05,2.04E-05,3.00E-05,2.41E-05
MTMR1,0,1.19E-05,1.00E-05,1.87E-05,0,0,0,0,0,1.34E-05,1.19E-05,0,0,0,0,0,0,0,0
MTOR,0,2.02E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,1.71E-06,1.44E-06,2.03E-06,2.43E-06
MTPN,0.000829942,0.001109178,0.001503773,0.00123012,0.000818723,0.000672789,0.000642463,0.000845684,0.000853124,0.000829495,0.0011098,0.000937853,0.001238339,0.00118281,0.000406768,0.000489471,0.000445744,0.001008272,0.00075041
MTSS1L,1.52E-05,1.19E-05,1.88E-05,1.77E-05,3.44E-05,0,2.05E-05,1.06E-05,1.50E-05,8.90E-06,0,1.53E-05,1.07E-05,1.04E-05,2.31E-05,2.91E-05,3.84E-05,4.27E-05,4.30E-05
MTX2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.35E-05,6.82E-05,3.44E-05,0.000124997
MVP,5.46E-05,8.51E-05,0,0,8.90E-05,0.000200444,0.000299882,0.000120074,0.000118252,0.000148976,0.000130306,6.46E-05,0.000136795,0.000120672,0.000275737,0.000297749,0.000358869,0.000429641,0.000231179
MYH10,3.34E-05,5.74E-05,5.48E-05,4.81E-05,5.23E-05,8.10E-05,0.000120706,4.66E-05,5.47E-05,7.64E-05,5.59E-05,4.85E-05,3.93E-05,3.93E-05,4.31E-05,5.98E-05,7.47E-05,0.000141726,6.14E-05
MYH11,7.63E-06,0,4.12E-06,4.71E-06,0,2.42E-05,2.23E-05,0,7.47E-06,6.37E-05,4.87E-06,0,2.41E-06,3.66E-06,2.49E-05,5.99E-05,1.88E-05,6.05E-05,7.00E-05
MYH14,1.22E-05,2.07E-05,8.35E-06,1.26E-05,8.43E-06,1.30E-05,4.09E-05,1.31E-05,1.57E-05,1.44E-05,1.21E-05,1.44E-05,1.47E-05,9.21E-06,1.05E-05,1.04E-05,1.96E-05,2.33E-05,7.64E-06
MYH9,0.000191369,0.000195796,0.000159417,0.000136514,0.00019942,0.000307534,0.00043803,0.000240542,0.000186126,0.000300701,0.000217835,0.000146466,0.000143228,0.000144459,0.000248831,0.00023634,0.000258271,0.000541077,0.000226837
MYL12B,0.000249042,0.000405391,0.000150021,0.000157916,0.000486522,0.000788345,0.001603346,0.000608429,0.000510415,0.0003594,0.000465929,0.000386316,0.000639169,0.000247759,0.00076429,0.000957268,0.00069163,0.001051777,0.00052682
MYL6,0.000517513,0.000651665,0.000656783,0.000403052,0.000817403,0.001246469,0.001794901,0.000692012,0.000666217,0.00146036,0.000958115,0.000679012,0.001355525,0.000660383,0.001436314,0.001421808,0.001255658,0.002711017,0.00201494
MYL6B,0,0,2.44E-05,0,3.95E-05,9.29E-05,0.000113601,0,0,4.06E-05,0,2.23E-05,0,1.77E-05,4.84E-05,2.18E-05,3.20E-05,5.95E-05,0
MYLK,1.21E-05,8.97E-06,0,1.01E-05,7.47E-06,1.00E-05,8.85E-06,1.21E-05,1.05E-05,7.89E-06,1.41E-05,8.40E-06,1.12E-05,1.04E-05,8.82E-06,1.31E-05,1.14E-05,1.32E-05,1.09E-05
MYO18A,8.90E-06,1.38E-05,1.52E-05,1.74E-05,1.35E-05,1.55E-05,1.92E-05,8.40E-06,8.47E-06,1.67E-05,2.05E-05,2.49E-05,2.18E-05,0,9.06E-06,1.51E-05,2.31E-05,9.01E-06,1.24E-05
MYO1C,7.43E-06,0,0,0,1.55E-05,1.85E-05,2.30E-05,8.37E-06,1.04E-05,4.73E-05,1.99E-05,1.02E-05,0,6.90E-06,1.43E-05,3.54E-05,2.03E-05,4.19E-05,4.03E-05
MYO1D,3.07E-06,0,0,0,0,1.16E-05,1.27E-05,2.58E-06,5.21E-06,4.98E-06,6.54E-06,0,0,0,7.83E-06,3.87E-06,6.89E-06,0,2.52E-06
MYO5A,2.94E-05,6.26E-05,6.65E-05,5.25E-05,5.08E-05,4.73E-05,0.000100999,3.72E-05,3.22E-05,6.20E-05,5.51E-05,2.36E-05,1.56E-05,2.32E-05,1.94E-05,2.71E-05,1.36E-05,1.49E-05,2.17E-05
MYO6,1.59E-05,2.53E-05,1.24E-05,1.02E-05,1.28E-05,1.66E-05,4.66E-05,1.69E-05,7.80E-06,1.42E-05,1.33E-05,1.37E-05,1.64E-05,9.94E-06,2.58E-05,2.82E-05,4.58E-05,2.52E-05,4.03E-05
MYOF,1.35E-05,0,0,0,0,2.16E-05,1.38E-05,0,1.55E-05,1.91E-05,0,1.27E-05,0,0,4.39E-05,6.75E-05,2.16E-05,3.62E-05,4.13E-05
NADK2,0,0,0,0,2.22E-05,0,2.15E-05,1.59E-05,2.03E-05,0,0,9.44E-06,3.86E-05,1.19E-05,3.10E-05,5.34E-05,3.87E-05,2.61E-05,6.88E-05
NAE1,2.04E-05,0,3.13E-05,2.52E-05,0,2.04E-05,0,2.89E-05,3.05E-05,2.16E-05,2.08E-05,0,1.28E-05,3.57E-05,0,0,1.38E-05,1.84E-05,1.25E-05
NAGK,5.48E-05,8.11E-05,7.04E-05,8.33E-05,7.85E-05,8.96E-05,6.80E-05,8.29E-05,6.81E-05,9.52E-05,8.98E-05,4.98E-05,4.83E-05,7.73E-05,6.70E-05,7.78E-05,8.93E-05,9.50E-05,8.17E-05
NAMPT,0,3.78E-05,1.52E-05,1.56E-05,0,3.61E-05,3.19E-05,0,1.78E-05,3.62E-05,3.66E-05,1.77E-05,2.01E-05,2.30E-05,6.27E-05,7.19E-05,9.70E-05,9.22E-05,4.07E-05
NANS,0,5.02E-05,8.84E-05,6.51E-05,5.03E-05,5.04E-05,4.09E-05,4.17E-05,3.75E-05,0.000103424,8.59E-05,0,0,6.09E-05,0,0,3.06E-05,4.67E-05,0
NAP1L1,0,0,0.000103529,7.43E-05,0,0,0,0,0,0,6.61E-05,5.39E-05,0,6.12E-05,0,5.81E-05,0.000130372,9.51E-05,5.76E-05
NAP1L4,0.000124326,0.000190111,0.000123645,0.000147455,0.000144384,0.000118707,0.000142167,0.000192102,0.000144238,0.000141434,0.00014043,8.33E-05,0.000132138,0.00014039,0.000124873,0.000125135,0.000180221,0.000171339,8.71E-05
NAPA,0.000378787,0.000595546,0.000607803,0.000596991,0.000483922,0.000485008,0.000455757,0.000423223,0.00044643,0.000652687,0.000702813,0.000247039,0.000298371,0.000338045,0.000250447,0.000273553,0.000391073,0.000342002,0.000265341
NAPB,0.001186905,0.002778616,0.002718667,0.003093595,0.002157597,0.001601445,0.001639429,0.001760205,0.001376963,0.00257788,0.002495347,0.000833575,0.001038675,0.001481366,0.000549705,0.000426715,0.000427333,0.000418028,0.000421145
NAPG,0.000351923,0.000625771,0.000620062,0.000713376,0.000408631,0.000420849,0.000558233,0.000410341,0.000397918,0.00064732,0.000651963,0.000324752,0.000398561,0.000391158,0.000228767,0.000212681,0.000295687,0.000276419,0.000270894
NARS,6.63E-05,8.82E-05,5.81E-05,6.84E-05,7.92E-05,7.89E-05,8.23E-05,7.90E-05,6.89E-05,7.08E-05,8.08E-05,5.15E-05,4.65E-05,7.25E-05,7.96E-05,6.22E-05,6.85E-05,4.24E-05,5.04E-05
NCALD,0.000746637,0.001149722,0.00108814,0.00062703,0.000570408,0.000656136,0.000448947,0.000667651,0.000509504,0.000680627,0.000686015,0.000452034,0.000508463,0.000561726,0.00027572,0.000198684,0.000159338,0.000125995,0.000227836
NCAM1,0.003967236,0.003722213,0.00395194,0.003839905,0.004313544,0.003824844,0.005161543,0.003398242,0.003020131,0.002772083,0.003016844,0.003645127,0.002790487,0.003727702,0.003512728,0.004127337,0.003575534,0.003254125,0.004064658
NCAM2,0.00045915,0.000391101,0.000585535,0.000526558,0.000645175,0.000386973,0.000527405,0.000468281,0.000356252,0.000352321,0.000384126,0.000508822,0.00037336,0.000456193,0.000381416,0.000475905,0.000457693,0.000287371,0.000423566
NCAN,0.005104188,0.004271716,0.002998886,0.003342649,0.003690857,0.004949384,0.008853487,0.003846986,0.004061627,0.003009511,0.002645323,0.004111348,0.004147392,0.003645067,0.004362787,0.003519249,0.002679913,0.001290809,0.001830297
NCDN,0.000282413,0.000303682,0.000389382,0.000314267,0.000490937,0.000365198,0.000350509,0.000319127,0.000410827,0.000332692,0.00034613,0.000227152,0.000122415,0.000334638,0.00019542,8.18E-05,0.000111092,0.000131787,8.57E-05
NCEH1,2.95E-05,4.29E-05,3.16E-05,0,3.47E-05,6.31E-05,6.02E-05,4.00E-05,3.05E-05,5.04E-05,3.90E-05,2.84E-05,2.11E-05,0,0,5.05E-05,3.79E-05,3.14E-05,4.70E-05
NCK2,0,2.52E-05,1.83E-05,1.98E-05,0,0,0,0,0,0,6.59E-06,0,0,0,0,0,0,0,0
NCKAP1,0.000157801,0.000180766,0.000221269,0.000196491,0.000284874,0.000113521,0.000147755,0.00015902,0.000119076,0.000165034,0.000122427,0.000126361,8.22E-05,0.000121731,8.60E-05,8.70E-05,6.64E-05,0.000517708,9.02E-05
NCL,6.28E-05,0.000100638,2.32E-05,0,7.21E-05,7.43E-05,6.41E-05,8.51E-05,4.58E-05,2.23E-05,3.39E-05,3.81E-05,3.44E-05,4.63E-05,3.52E-05,2.34E-05,3.67E-05,4.25E-05,1.94E-05
NCOA7,0,1.96E-05,1.06E-05,1.64E-05,0,1.34E-05,0,1.05E-05,0,1.30E-05,1.28E-05,0,0,8.29E-06,0,0,0,0,0
NCS1,0.000331179,0.000501221,0.000381491,0.000436468,0.000757449,0.00039031,0.000307446,0.000485254,0.000415996,0.000425971,0.000390918,0.000267702,0.000227857,0.000368039,0.00023796,0.000193774,0.00014394,0.000142873,0.000153562
NCSTN,3.02E-05,2.79E-05,2.30E-05,1.75E-05,2.12E-05,3.97E-05,3.13E-05,2.47E-05,3.24E-05,2.95E-05,2.56E-05,3.04E-05,1.96E-05,1.65E-05,3.31E-05,5.57E-05,4.35E-05,3.05E-05,5.18E-05
NDEL1,0,2.10E-05,2.72E-05,2.44E-05,0,0,0,0,1.03E-05,1.23E-05,2.04E-05,0,1.02E-05,0,0,0,0,0,0
NDRG1,0.000344534,0.000347311,0.000314246,0.000272359,0.000310489,0.000455493,0.000308468,0.000361773,0.000489213,0.000464311,0.000521771,0.000547714,0.000281477,0.00042847,0.000730163,0.000569943,0.000611071,0.000316374,0.000472061
NDRG2,0.00205739,0.002013059,0.001937093,0.002103594,0.001553189,0.002066115,0.001199586,0.001689597,0.001609594,0.001806041,0.002499677,0.002170036,0.001763031,0.001788407,0.001858546,0.002105676,0.001592475,0.001856198,0.002236474
NDRG3,0.000163648,0.000169961,0.000183324,0.000175228,0.000146472,0.000151942,0.000119363,0.000166695,0.000158833,0.000183457,0.000183078,0.000130726,0.000103137,0.000133439,0.000127421,0.000156098,0.000127197,6.85E-05,0.000106175
NDRG4,0.00025987,0.000246731,0.000222732,0.000163558,0.000311929,0.000198445,0.00028379,0.000237157,0.000257505,0.000252818,0.000322927,0.000166121,0.000177157,0.000130597,0.000168181,0.00017639,0.000176787,6.90E-05,0.000105235
NDUFA10,0,0,0,0,0,4.50E-05,2.12E-05,0,0,1.83E-05,0,0,0,0,3.81E-05,0.000113567,6.99E-05,4.55E-05,0.000265264
NDUFA13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000342221,0.000312633,0.000134501,0.000559772
NDUFA2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000310948,0.000185899,0.000144486,0.000467642
NDUFA5,0,0,0,0,0.000112819,0.000195941,0,9.53E-05,9.03E-05,0.000149189,0,0,0,0,0.000161356,0.000646073,0.000344376,0.000243257,0.000913035
NDUFA8,0,0,0,0,8.80E-05,0.000164619,0,0,7.53E-05,9.66E-05,0,0,0,0,0.00016843,0.000502111,0.000383709,0.000157652,0.000689022
NDUFA9,1.61E-05,0,0,0,4.28E-05,5.15E-05,2.68E-05,3.31E-05,2.39E-05,2.31E-05,0,1.56E-05,0,0,7.77E-05,0.000210146,0.000137011,5.75E-05,0.000294181
NDUFB10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000107409,0.000312784,0.000177907,0,0.000435978
NDUFB9,0,0,0,0,6.70E-05,7.85E-05,3.64E-05,4.55E-05,0,6.80E-05,3.16E-05,0,0,0,0.000106166,0.000360958,0.000223319,9.22E-05,0.000543709
NDUFS1,1.78E-05,0,1.00E-05,1.18E-05,4.56E-05,7.44E-05,3.44E-05,3.57E-05,2.54E-05,3.16E-05,2.05E-05,1.87E-05,1.79E-05,9.50E-06,8.18E-05,0.000281457,0.000190359,0.000129939,0.000460303
NDUFS2,0,0,0,0,3.93E-05,3.83E-05,2.02E-05,2.83E-05,1.95E-05,2.00E-05,0,0,0,0,5.28E-05,0.000187987,0.000138337,5.01E-05,0.000310436
NDUFS3,0,0,0,0,1.77E-05,4.70E-05,2.87E-05,2.79E-05,0,2.89E-05,1.49E-05,1.20E-05,2.06E-05,0,6.83E-05,0.000217028,0.000134009,7.04E-05,0.000404929
NDUFS5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000402072,0.000281653,0.000221133,0.000709696
NDUFS6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000133371,0.000265133,0.000280346,0.000217623,0.000484397
NDUFV1,0,0,0,0,4.97E-05,6.29E-05,2.94E-05,3.75E-05,2.36E-05,2.65E-05,1.04E-05,0,0,0,7.90E-05,0.000226158,0.000219626,6.15E-05,0.000331436
NDUFV2,0,0,0,0,0,5.36E-05,0,0,0,3.69E-05,0,0,2.61E-05,0,8.15E-05,0.000193413,0.000132551,0.000104897,0.000361852
NECAB1,0,5.40E-05,9.82E-05,8.18E-05,6.60E-05,7.34E-05,5.92E-05,4.43E-05,0,7.87E-05,6.01E-05,0,0,7.33E-05,0,0,0,0,0
NECAB2,4.40E-05,5.18E-05,7.00E-05,0.000224035,9.10E-05,2.71E-05,2.50E-05,9.78E-05,3.20E-05,5.35E-05,3.28E-05,2.72E-05,0,0.000115673,0,0,0,3.07E-05,0
NECAP1,0,0.000128586,0.000149663,0.000151579,0,0,0,5.75E-05,0,0.00010819,0.000116753,0,3.84E-05,7.66E-05,3.86E-05,0,0,0,0
NEDD8-MDP1,0.000245027,0.000193295,0.000283568,0,0,0,0,0,0,0,0.000211671,0,0,0.000273688,0,0,0,0,0
NEFL,9.41E-05,0.000179579,5.34E-05,4.22E-05,0.000192773,0.000261594,0.000337464,0.00013161,0.000113224,4.89E-05,0.000151665,0.000126234,0.000185583,0.00012621,0.000367523,5.30E-05,0.000333649,8.46E-06,4.60E-05
NEFM,0.000118715,0.000187045,0.000102934,0.000106736,8.37E-05,0.000120613,0.000251149,0.000284015,0.000312373,0.000145631,0.000365527,0.000311138,0.000430994,0.000391568,0.00032483,0.000194304,0.000312002,8.23E-05,0.00012516
NEGR1,0.000193344,0.000105262,0.000209934,8.93E-05,0.000111829,0.000289316,0.000471115,0.000120004,0.000116201,8.12E-05,0.000133207,0.000224009,0.00019585,0.000182474,0.000100775,0.000136582,8.47E-05,3.66E-05,0.000210621
NENF,0,0,0,0,0,5.56E-05,0,0,3.10E-05,0,3.09E-05,0,0,0,3.09E-05,0,5.29E-05,0.00013826,3.79E-05
NEO1,7.36E-06,0,0,0,8.69E-06,1.20E-05,1.10E-05,7.15E-06,6.49E-06,0,4.95E-06,7.78E-06,8.92E-06,7.18E-06,8.51E-06,1.46E-05,1.53E-05,1.19E-05,1.48E-05
NFASC,0.000176516,0.000158319,0.00013939,0.000107941,0.000232298,0.000300769,0.000448355,0.000204328,0.000184298,0.000171575,0.000251677,0.000228104,0.000267726,0.000231859,0.000247,0.000289712,0.000301958,0.000227897,0.000306689
NID1,3.46E-05,0,0,0,3.15E-05,8.08E-06,8.40E-05,1.58E-05,3.11E-05,4.18E-05,2.48E-05,4.42E-05,6.32E-05,2.12E-05,6.57E-05,5.04E-05,7.04E-05,7.61E-05,8.60E-05
NID2,1.47E-05,4.61E-06,5.80E-06,0,6.36E-06,1.74E-06,2.13E-05,3.84E-06,1.92E-05,1.51E-05,8.98E-06,1.15E-05,2.83E-05,1.13E-05,1.21E-05,1.35E-05,1.69E-05,9.77E-06,1.00E-05
NIF3L1,4.30E-05,3.02E-05,2.68E-05,3.28E-05,6.19E-05,2.47E-05,4.21E-05,4.27E-05,2.81E-05,4.83E-05,4.56E-05,0,3.34E-05,4.75E-05,4.08E-05,3.63E-05,5.36E-05,2.42E-05,4.39E-05
NIPSNAP1,3.77E-05,0,0,0,0,0,6.70E-05,0,0,4.61E-05,0,0,0,0,0,0.000173287,8.68E-05,3.24E-05,0.000282979
NIPSNAP3A,0,0,0,0,0,0,4.50E-05,3.68E-05,0,0,0,3.08E-05,4.60E-05,0,6.72E-05,8.12E-05,7.01E-05,4.81E-05,0.000113634
NISCH,0,2.21E-05,2.44E-05,2.38E-05,9.36E-06,2.26E-05,0,0,1.91E-05,2.07E-05,2.74E-05,1.31E-05,0,1.82E-05,0,0,0,0,0
NIT1,0,7.62E-05,6.95E-05,6.57E-05,0,4.85E-05,4.31E-05,6.82E-05,1.82E-05,6.99E-05,7.94E-05,0,3.24E-05,4.12E-05,0,2.78E-05,3.61E-05,5.51E-05,3.57E-05
NIT2,9.35E-05,7.17E-05,7.49E-05,9.17E-05,7.22E-05,3.39E-05,6.39E-05,0.000104469,9.75E-05,0.000125367,9.23E-05,8.41E-05,0.000164112,0.000114023,7.11E-05,7.28E-05,5.86E-05,0.00010889,8.83E-05
NME1-NME2,0.001526724,0.001324842,0.001277827,0.001301403,0.001358267,0.001165373,0.0009812,0.001374743,0.001317789,0.0011696,0.001260939,0.001248376,0.001639302,0.0012035,0.001150701,0.000865623,0.000879126,0.000823413,0.001021419
NMT1,2.17E-05,2.35E-05,2.09E-05,2.17E-05,2.64E-05,2.90E-05,2.49E-05,4.03E-05,2.53E-05,3.13E-05,2.00E-05,2.37E-05,2.65E-05,1.96E-05,1.70E-05,1.77E-05,1.26E-05,1.57E-05,0
NNT,0,0,0,0,0,0,7.55E-06,0,0,0,0,0,0,0,1.32E-05,3.34E-05,3.14E-05,1.94E-05,7.58E-05
NOL3,3.39E-05,4.46E-05,0,4.48E-05,0,4.31E-05,0,6.24E-05,4.79E-05,5.03E-05,5.48E-05,0,7.08E-05,4.43E-05,3.94E-05,0,4.10E-05,6.11E-05,3.78E-05
NPC1,0,0,0,0,0,1.10E-05,0,0,1.05E-05,7.50E-06,0,1.57E-05,0,0,1.67E-05,3.20E-05,2.94E-05,1.81E-05,3.92E-05
NPC2,0,0,0,0,0,0.000119098,0,0,0,0,0,0,0,0,0.000149293,0.000238342,0.000155727,0.000232883,0.000240306
NPEPL1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.12E-05,1.51E-05,1.42E-05,0,1.19E-05
